"Assessed","Assessor","question1","question2","dimension","answer"
"Graym Renollet","Marjiwra Clowe"," ","Spaceholder","",""
"Graym Renollet","Marjiwra Clowe"," ","Spaceholder","",""
"Graym Renollet","Marjiwra Clowe"," ","Spaceholder","",""
"Graym Renollet","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","6"
"Graym Renollet","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","2"
"Graym Renollet","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Graym Renollet","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Graym Renollet","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Graym Renollet","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Nadelena Ala"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Graym Renollet","Nadelena Ala"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Graym Renollet","Nadelena Ala"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Graym Renollet","Nadelena Ala"," ","Spaceholder","",""
"Graym Renollet","Nadelena Ala"," ","Spaceholder",""," "
"Graym Renollet","Nadelena Ala"," ","Spaceholder","",""
"Graym Renollet","Nadelena Ala"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Nadelena Ala","1. This person proactively works on solutions."," ","Current Performance","6"
"Graym Renollet","Nadelena Ala","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Nadelena Ala","2. This person makes the team more effective."," ","Current Performance","7"
"Graym Renollet","Nadelena Ala","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Graym Renollet","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Graym Renollet","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Graym Renollet","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Peta Karmazin"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Graym Renollet","Peta Karmazin"," ","Up to 3 things the person should improve","",""
"Graym Renollet","Peta Karmazin"," ","Up to 3 things the person should keep doing","",""
"Graym Renollet","Peta Karmazin"," ","Spaceholder",""," "
"Graym Renollet","Peta Karmazin"," ","Spaceholder",""," "
"Graym Renollet","Peta Karmazin"," ","Spaceholder","",""
"Graym Renollet","Peta Karmazin"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Peta Karmazin","1. This person proactively works on solutions."," ","Current Performance","6"
"Graym Renollet","Peta Karmazin","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Peta Karmazin","2. This person makes the team more effective."," ","Current Performance","2"
"Graym Renollet","Peta Karmazin","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Graym Renollet","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Graym Renollet","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Graym Renollet","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Graym Renollet","Metin Buntyn"," ","Up to 3 things the person should improve","","Align more with team"
"Graym Renollet","Metin Buntyn"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Graym Renollet","Metin Buntyn"," ","Spaceholder",""," "
"Graym Renollet","Metin Buntyn"," ","Spaceholder",""," "
"Graym Renollet","Metin Buntyn"," ","Spaceholder","",""
"Graym Renollet","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","2"
"Graym Renollet","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","6"
"Graym Renollet","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Graym Renollet","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Graym Renollet","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Graym Renollet","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Graym Renollet","Weru Shifflette"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Graym Renollet","Weru Shifflette"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Graym Renollet","Weru Shifflette"," ","Spaceholder","",""
"Graym Renollet","Weru Shifflette"," ","Spaceholder","",""
"Graym Renollet","Weru Shifflette"," ","Spaceholder","",""
"Graym Renollet","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","2"
"Graym Renollet","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","7"
"Graym Renollet","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Graym Renollet","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Graym Renollet","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Graym Renollet","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Graym Renollet","Lilian Goodmon"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Graym Renollet","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Graym Renollet","Lilian Goodmon"," ","Spaceholder","",""
"Graym Renollet","Lilian Goodmon"," ","Spaceholder",""," "
"Graym Renollet","Lilian Goodmon"," ","Spaceholder","",""
"Graym Renollet","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","3"
"Graym Renollet","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","1"
"Graym Renollet","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Graym Renollet","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Graym Renollet","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Graym Renollet","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Graym Renollet","Catronia Finocchi"," ","Up to 3 things the person should improve","",""
"Graym Renollet","Catronia Finocchi"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Graym Renollet","Catronia Finocchi"," ","Spaceholder","",""
"Graym Renollet","Catronia Finocchi"," ","Spaceholder",""," "
"Graym Renollet","Catronia Finocchi"," ","Spaceholder","",""
"Graym Renollet","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","1"
"Graym Renollet","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","4"
"Graym Renollet","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Graym Renollet","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Graym Renollet","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Graym Renollet","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Graym Renollet","Dyann Woodhurst"," ","Up to 3 things the person should improve","",""
"Graym Renollet","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Graym Renollet","Dyann Woodhurst"," ","Spaceholder","",""
"Graym Renollet","Dyann Woodhurst"," ","Spaceholder","",""
"Graym Renollet","Dyann Woodhurst"," ","Spaceholder","",""
"Graym Renollet","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","1"
"Graym Renollet","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","5"
"Graym Renollet","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Graym Renollet","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Graym Renollet","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Graym Renollet","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Graym Renollet","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Graym Renollet","Carlanne Gelbard"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Graym Renollet","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Graym Renollet","Carlanne Gelbard"," ","Spaceholder","",""
"Graym Renollet","Carlanne Gelbard"," ","Spaceholder","",""
"Graym Renollet","Carlanne Gelbard"," ","Spaceholder","",""
"Graym Renollet","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Graym Renollet","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","7"
"Graym Renollet","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Graym Renollet","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","4"
"Graym Renollet","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Graym Renollet","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Graym Renollet","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Graym Renollet","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Graym Renollet","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Graym Renollet","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Graym Renollet","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","",""
"Weru Shifflette","Stacey-Anne Greenig"," ","Spaceholder","",""
"Weru Shifflette","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Weru Shifflette","Stacey-Anne Greenig"," ","Spaceholder","",""
"Weru Shifflette","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","5"
"Weru Shifflette","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","7"
"Weru Shifflette","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Weru Shifflette","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Weru Shifflette","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Weru Shifflette","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Laureen Jagtiani"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","",""
"Weru Shifflette","Laureen Jagtiani"," ","Spaceholder","",""
"Weru Shifflette","Laureen Jagtiani"," ","Spaceholder",""," "
"Weru Shifflette","Laureen Jagtiani"," ","Spaceholder","",""
"Weru Shifflette","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","3"
"Weru Shifflette","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","1"
"Weru Shifflette","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Weru Shifflette","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Weru Shifflette","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Weru Shifflette","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Marjiwra Clowe"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Weru Shifflette","Marjiwra Clowe"," ","Spaceholder","",""
"Weru Shifflette","Marjiwra Clowe"," ","Spaceholder","",""
"Weru Shifflette","Marjiwra Clowe"," ","Spaceholder","",""
"Weru Shifflette","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","2"
"Weru Shifflette","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","6"
"Weru Shifflette","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Weru Shifflette","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Weru Shifflette","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Weru Shifflette","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Nadelena Ala"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Nadelena Ala"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Weru Shifflette","Nadelena Ala"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Weru Shifflette","Nadelena Ala"," ","Spaceholder",""," "
"Weru Shifflette","Nadelena Ala"," ","Spaceholder","",""
"Weru Shifflette","Nadelena Ala"," ","Spaceholder","",""
"Weru Shifflette","Nadelena Ala"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Nadelena Ala","1. This person proactively works on solutions."," ","Current Performance","7"
"Weru Shifflette","Nadelena Ala","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Nadelena Ala","2. This person makes the team more effective."," ","Current Performance","1"
"Weru Shifflette","Nadelena Ala","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Weru Shifflette","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Weru Shifflette","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Weru Shifflette","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Peta Karmazin"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Peta Karmazin"," ","Up to 3 things the person should improve","","Align more with team"
"Weru Shifflette","Peta Karmazin"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Weru Shifflette","Peta Karmazin"," ","Spaceholder",""," "
"Weru Shifflette","Peta Karmazin"," ","Spaceholder","",""
"Weru Shifflette","Peta Karmazin"," ","Spaceholder","",""
"Weru Shifflette","Peta Karmazin"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Peta Karmazin","1. This person proactively works on solutions."," ","Current Performance","2"
"Weru Shifflette","Peta Karmazin","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Peta Karmazin","2. This person makes the team more effective."," ","Current Performance","3"
"Weru Shifflette","Peta Karmazin","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Weru Shifflette","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Weru Shifflette","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Weru Shifflette","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Metin Buntyn"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Weru Shifflette","Metin Buntyn"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Weru Shifflette","Metin Buntyn"," ","Spaceholder","",""
"Weru Shifflette","Metin Buntyn"," ","Spaceholder","",""
"Weru Shifflette","Metin Buntyn"," ","Spaceholder",""," "
"Weru Shifflette","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","7"
"Weru Shifflette","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","2"
"Weru Shifflette","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Weru Shifflette","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Weru Shifflette","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Weru Shifflette","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Graym Renollet"," ","Up to 3 things the person should improve","","Align more with team"
"Weru Shifflette","Graym Renollet"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Weru Shifflette","Graym Renollet"," ","Spaceholder",""," "
"Weru Shifflette","Graym Renollet"," ","Spaceholder","",""
"Weru Shifflette","Graym Renollet"," ","Spaceholder","",""
"Weru Shifflette","Graym Renollet"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Graym Renollet","1. This person proactively works on solutions."," ","Current Performance","7"
"Weru Shifflette","Graym Renollet","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Graym Renollet","2. This person makes the team more effective."," ","Current Performance","1"
"Weru Shifflette","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Weru Shifflette","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Weru Shifflette","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Weru Shifflette","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Weru Shifflette","Lilian Goodmon"," ","Up to 3 things the person should improve","",""
"Weru Shifflette","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Weru Shifflette","Lilian Goodmon"," ","Spaceholder","",""
"Weru Shifflette","Lilian Goodmon"," ","Spaceholder",""," "
"Weru Shifflette","Lilian Goodmon"," ","Spaceholder",""," "
"Weru Shifflette","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","3"
"Weru Shifflette","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","1"
"Weru Shifflette","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Weru Shifflette","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Weru Shifflette","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Weru Shifflette","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Weru Shifflette","Catronia Finocchi"," ","Up to 3 things the person should improve","","Align more with team"
"Weru Shifflette","Catronia Finocchi"," ","Up to 3 things the person should keep doing","",""
"Weru Shifflette","Catronia Finocchi"," ","Spaceholder","",""
"Weru Shifflette","Catronia Finocchi"," ","Spaceholder","",""
"Weru Shifflette","Catronia Finocchi"," ","Spaceholder",""," "
"Weru Shifflette","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Weru Shifflette","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","4"
"Weru Shifflette","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Weru Shifflette","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","2"
"Weru Shifflette","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Weru Shifflette","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Weru Shifflette","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Weru Shifflette","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Weru Shifflette","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Weru Shifflette","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Weru Shifflette","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Weru Shifflette","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
