"Assessed","Assessor","question1","question2","dimension","answer"
"Anne-Maree Koeber","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","4"
"Anne-Maree Koeber","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Anne-Maree Koeber","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","7"
"Anne-Maree Koeber","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Anne-Maree Koeber","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Anne-Maree Koeber","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Anne-Maree Koeber","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Anne-Maree Koeber","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Anne-Maree Koeber","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Anne-Maree Koeber","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Kenna Strelec"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Jordi Delso","Kenna Strelec"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Jordi Delso","Kenna Strelec"," ","Spaceholder",""," "
"Jordi Delso","Kenna Strelec"," ","Spaceholder",""," "
"Jordi Delso","Kenna Strelec"," ","Spaceholder",""," "
"Jordi Delso","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","4"
"Jordi Delso","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","4"
"Jordi Delso","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Jordi Delso","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Jordi Delso","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Jordi Delso","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Deanna Chopp"," ","Up to 3 things the person should improve","",""
"Jordi Delso","Deanna Chopp"," ","Up to 3 things the person should keep doing","",""
"Jordi Delso","Deanna Chopp"," ","Spaceholder","",""
"Jordi Delso","Deanna Chopp"," ","Spaceholder","",""
"Jordi Delso","Deanna Chopp"," ","Spaceholder","",""
"Jordi Delso","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","2"
"Jordi Delso","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","1"
"Jordi Delso","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Jordi Delso","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Jordi Delso","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Jordi Delso","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Jordi Delso","Sadiah Deigado"," ","Up to 3 things the person should improve","",""
"Jordi Delso","Sadiah Deigado"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Jordi Delso","Sadiah Deigado"," ","Spaceholder","",""
"Jordi Delso","Sadiah Deigado"," ","Spaceholder",""," "
"Jordi Delso","Sadiah Deigado"," ","Spaceholder","",""
"Jordi Delso","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","2"
"Jordi Delso","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","1"
"Jordi Delso","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Jordi Delso","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Jordi Delso","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Jordi Delso","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Anne-Maree Koeber"," ","Up to 3 things the person should improve","",""
"Jordi Delso","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Jordi Delso","Anne-Maree Koeber"," ","Spaceholder",""," "
"Jordi Delso","Anne-Maree Koeber"," ","Spaceholder",""," "
"Jordi Delso","Anne-Maree Koeber"," ","Spaceholder","",""
"Jordi Delso","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","3"
"Jordi Delso","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","1"
"Jordi Delso","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Jordi Delso","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Jordi Delso","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Jordi Delso","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Averoes Cores"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Jordi Delso","Averoes Cores"," ","Up to 3 things the person should keep doing","",""
"Jordi Delso","Averoes Cores"," ","Spaceholder","",""
"Jordi Delso","Averoes Cores"," ","Spaceholder",""," "
"Jordi Delso","Averoes Cores"," ","Spaceholder","",""
"Jordi Delso","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","6"
"Jordi Delso","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","6"
"Jordi Delso","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Jordi Delso","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Jordi Delso","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Jordi Delso","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Jordi Delso","Mara Allgyer"," ","Up to 3 things the person should improve","",""
"Jordi Delso","Mara Allgyer"," ","Up to 3 things the person should keep doing","",""
"Jordi Delso","Mara Allgyer"," ","Spaceholder","",""
"Jordi Delso","Mara Allgyer"," ","Spaceholder","",""
"Jordi Delso","Mara Allgyer"," ","Spaceholder","",""
"Jordi Delso","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","3"
"Jordi Delso","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","3"
"Jordi Delso","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Jordi Delso","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Jordi Delso","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Jordi Delso","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Karleen Dobyns"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Jordi Delso","Karleen Dobyns"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Jordi Delso","Karleen Dobyns"," ","Spaceholder","",""
"Jordi Delso","Karleen Dobyns"," ","Spaceholder","",""
"Jordi Delso","Karleen Dobyns"," ","Spaceholder","",""
"Jordi Delso","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","2"
"Jordi Delso","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","2"
"Jordi Delso","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Jordi Delso","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Jordi Delso","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Jordi Delso","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Jordi Delso","Ron Durda"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Jordi Delso","Ron Durda"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Jordi Delso","Ron Durda"," ","Spaceholder","",""
"Jordi Delso","Ron Durda"," ","Spaceholder","",""
"Jordi Delso","Ron Durda"," ","Spaceholder","",""
"Jordi Delso","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","4"
"Jordi Delso","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Ron Durda","2. This person makes the team more effective."," ","Current Performance","7"
"Jordi Delso","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Jordi Delso","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Jordi Delso","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Jordi Delso","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Jordi Delso","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Jordi Delso","Suzana Spink"," ","Up to 3 things the person should improve","",""
"Jordi Delso","Suzana Spink"," ","Up to 3 things the person should keep doing","",""
"Jordi Delso","Suzana Spink"," ","Spaceholder","",""
"Jordi Delso","Suzana Spink"," ","Spaceholder","",""
"Jordi Delso","Suzana Spink"," ","Spaceholder",""," "
"Jordi Delso","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Jordi Delso","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","3"
"Jordi Delso","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Jordi Delso","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","2"
"Jordi Delso","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Jordi Delso","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Jordi Delso","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Jordi Delso","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Jordi Delso","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Jordi Delso","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Jordi Delso","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Averoes Cores","Kenna Strelec"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Averoes Cores","Kenna Strelec"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Averoes Cores","Kenna Strelec"," ","Spaceholder","",""
"Averoes Cores","Kenna Strelec"," ","Spaceholder",""," "
"Averoes Cores","Kenna Strelec"," ","Spaceholder",""," "
"Averoes Cores","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","3"
"Averoes Cores","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","1"
"Averoes Cores","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Averoes Cores","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Averoes Cores","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Averoes Cores","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Averoes Cores","Deanna Chopp"," ","Up to 3 things the person should improve","",""
"Averoes Cores","Deanna Chopp"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Averoes Cores","Deanna Chopp"," ","Spaceholder",""," "
"Averoes Cores","Deanna Chopp"," ","Spaceholder","",""
"Averoes Cores","Deanna Chopp"," ","Spaceholder",""," "
"Averoes Cores","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","6"
"Averoes Cores","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","6"
"Averoes Cores","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Averoes Cores","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Averoes Cores","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Averoes Cores","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Sadiah Deigado"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Averoes Cores","Sadiah Deigado"," ","Up to 3 things the person should keep doing","",""
"Averoes Cores","Sadiah Deigado"," ","Spaceholder","",""
"Averoes Cores","Sadiah Deigado"," ","Spaceholder",""," "
"Averoes Cores","Sadiah Deigado"," ","Spaceholder",""," "
"Averoes Cores","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","5"
"Averoes Cores","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","2"
"Averoes Cores","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Averoes Cores","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Averoes Cores","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Averoes Cores","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Anne-Maree Koeber"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Averoes Cores","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","",""
"Averoes Cores","Anne-Maree Koeber"," ","Spaceholder","",""
"Averoes Cores","Anne-Maree Koeber"," ","Spaceholder","",""
"Averoes Cores","Anne-Maree Koeber"," ","Spaceholder","",""
"Averoes Cores","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","7"
"Averoes Cores","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","7"
"Averoes Cores","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Averoes Cores","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Averoes Cores","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Averoes Cores","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Jordi Delso"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Averoes Cores","Jordi Delso"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Averoes Cores","Jordi Delso"," ","Spaceholder",""," "
"Averoes Cores","Jordi Delso"," ","Spaceholder","",""
"Averoes Cores","Jordi Delso"," ","Spaceholder","",""
"Averoes Cores","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","2"
"Averoes Cores","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","3"
"Averoes Cores","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Averoes Cores","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Averoes Cores","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Averoes Cores","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Mara Allgyer"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Averoes Cores","Mara Allgyer"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Averoes Cores","Mara Allgyer"," ","Spaceholder","",""
"Averoes Cores","Mara Allgyer"," ","Spaceholder",""," "
"Averoes Cores","Mara Allgyer"," ","Spaceholder",""," "
"Averoes Cores","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","7"
"Averoes Cores","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","2"
"Averoes Cores","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Averoes Cores","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Averoes Cores","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Averoes Cores","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Averoes Cores","Karleen Dobyns"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Averoes Cores","Karleen Dobyns"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Averoes Cores","Karleen Dobyns"," ","Spaceholder",""," "
"Averoes Cores","Karleen Dobyns"," ","Spaceholder","",""
"Averoes Cores","Karleen Dobyns"," ","Spaceholder","",""
"Averoes Cores","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","1"
"Averoes Cores","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","2"
"Averoes Cores","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Averoes Cores","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Averoes Cores","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Averoes Cores","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Ron Durda"," ","Up to 3 things the person should improve","","Align more with team"
"Averoes Cores","Ron Durda"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Averoes Cores","Ron Durda"," ","Spaceholder","",""
"Averoes Cores","Ron Durda"," ","Spaceholder","",""
"Averoes Cores","Ron Durda"," ","Spaceholder",""," "
"Averoes Cores","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","3"
"Averoes Cores","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Ron Durda","2. This person makes the team more effective."," ","Current Performance","3"
"Averoes Cores","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Averoes Cores","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Averoes Cores","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Averoes Cores","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Averoes Cores","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Averoes Cores","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Averoes Cores","Suzana Spink"," ","Up to 3 things the person should improve","",""
"Averoes Cores","Suzana Spink"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Averoes Cores","Suzana Spink"," ","Spaceholder","",""
"Averoes Cores","Suzana Spink"," ","Spaceholder","",""
"Averoes Cores","Suzana Spink"," ","Spaceholder","",""
"Averoes Cores","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Averoes Cores","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","1"
"Averoes Cores","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Averoes Cores","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","4"
"Averoes Cores","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Averoes Cores","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Averoes Cores","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
